"186"	[["216", 3], ["499", 2], ["496", 2], ["492", 2], ["440", 2], ["438", 2], ["434", 2], ["402", 2], ["396", 2], ["326", 2], ["294", 2], ["279", 2], ["269", 2], ["230", 2], ["204", 2], ["493", 1], ["490", 1], ["489", 1], ["486", 1], ["484", 1], ["482", 1], ["479", 1], ["473", 1], ["466", 1], ["465", 1], ["461", 1], ["460", 1], ["457", 1], ["456", 1], ["454", 1], ["452", 1], ["450", 1], ["447", 1], ["446", 1], ["437", 1], ["433", 1], ["432", 1], ["430", 1], ["426", 1], ["423", 1], ["421", 1], ["412", 1], ["408", 1], ["399", 1], ["389", 1], ["387", 1], ["382", 1], ["368", 1], ["367", 1], ["365", 1], ["361", 1], ["360", 1], ["357", 1], ["349", 1], ["348", 1], ["343", 1], ["338", 1], ["327", 1], ["323", 1], ["321", 1], ["320", 1], ["319", 1], ["318", 1], ["313", 1], ["311", 1], ["310", 1], ["309", 1], ["297", 1], ["295", 1], ["288", 1], ["285", 1], ["284", 1], ["282", 1], ["278", 1], ["268", 1], ["264", 1], ["262", 1], ["260", 1], ["254", 1], ["252", 1], ["251", 1], ["248", 1], ["245", 1], ["239", 1], ["236", 1], ["233", 1], ["224", 1], ["219", 1], ["218", 1], ["208", 1], ["201", 1], ["198", 1], ["197", 1], ["194", 1], ["192", 1], ["188", 1]]
"187"	[["439", 3], ["449", 2], ["443", 2], ["401", 2], ["396", 2], ["395", 2], ["394", 2], ["393", 2], ["373", 2], ["345", 2], ["306", 2], ["255", 2], ["209", 2], ["202", 2], ["196", 2], ["192", 2], ["190", 2], ["495", 1], ["492", 1], ["490", 1], ["480", 1], ["477", 1], ["476", 1], ["475", 1], ["463", 1], ["459", 1], ["457", 1], ["455", 1], ["447", 1], ["446", 1], ["444", 1], ["436", 1], ["432", 1], ["431", 1], ["429", 1], ["423", 1], ["422", 1], ["421", 1], ["420", 1], ["417", 1], ["416", 1], ["415", 1], ["414", 1], ["412", 1], ["409", 1], ["408", 1], ["406", 1], ["400", 1], ["398", 1], ["392", 1], ["390", 1], ["388", 1], ["387", 1], ["384", 1], ["382", 1], ["380", 1], ["377", 1], ["375", 1], ["352", 1], ["351", 1], ["342", 1], ["340", 1], ["334", 1], ["327", 1], ["326", 1], ["320", 1], ["319", 1], ["315", 1], ["314", 1], ["309", 1], ["303", 1], ["291", 1], ["288", 1], ["286", 1], ["284", 1], ["276", 1], ["272", 1], ["268", 1], ["265", 1], ["264", 1], ["263", 1], ["262", 1], ["261", 1], ["258", 1], ["248", 1], ["244", 1], ["243", 1], ["241", 1], ["240", 1], ["238", 1], ["237", 1], ["219", 1], ["217", 1], ["206", 1], ["205", 1], ["200", 1], ["199", 1], ["197", 1], ["193", 1], ["191", 1]]
"188"	[["438", 3], ["482", 2], ["459", 2], ["454", 2], ["433", 2], ["429", 2], ["407", 2], ["385", 2], ["370", 2], ["366", 2], ["364", 2], ["356", 2], ["257", 2], ["220", 2], ["499", 1], ["496", 1], ["494", 1], ["493", 1], ["491", 1], ["486", 1], ["472", 1], ["467", 1], ["458", 1], ["457", 1], ["452", 1], ["447", 1], ["445", 1], ["440", 1], ["435", 1], ["427", 1], ["417", 1], ["414", 1], ["408", 1], ["400", 1], ["393", 1], ["389", 1], ["388", 1], ["384", 1], ["378", 1], ["374", 1], ["368", 1], ["363", 1], ["351", 1], ["347", 1], ["345", 1], ["344", 1], ["343", 1], ["335", 1], ["329", 1], ["326", 1], ["321", 1], ["319", 1], ["318", 1], ["316", 1], ["314", 1], ["308", 1], ["306", 1], ["304", 1], ["291", 1], ["285", 1], ["284", 1], ["283", 1], ["277", 1], ["272", 1], ["270", 1], ["269", 1], ["267", 1], ["266", 1], ["261", 1], ["256", 1], ["252", 1], ["251", 1], ["248", 1], ["247", 1], ["242", 1], ["239", 1], ["235", 1], ["234", 1], ["229", 1], ["216", 1], ["213", 1], ["204", 1], ["203", 1], ["201", 1], ["198", 1], ["197", 1], ["196", 1], ["195", 1], ["192", 1]]
"189"	[["423", 4], ["418", 3], ["240", 3], ["491", 2], ["436", 2], ["426", 2], ["415", 2], ["405", 2], ["401", 2], ["393", 2], ["374", 2], ["370", 2], ["360", 2], ["329", 2], ["268", 2], ["247", 2], ["221", 2], ["208", 2], ["497", 1], ["496", 1], ["490", 1], ["489", 1], ["488", 1], ["482", 1], ["481", 1], ["475", 1], ["473", 1], ["472", 1], ["468", 1], ["467", 1], ["464", 1], ["461", 1], ["458", 1], ["456", 1], ["455", 1], ["453", 1], ["451", 1], ["450", 1], ["445", 1], ["444", 1], ["443", 1], ["441", 1], ["440", 1], ["439", 1], ["438", 1], ["437", 1], ["435", 1], ["434", 1], ["425", 1], ["424", 1], ["420", 1], ["417", 1], ["412", 1], ["398", 1], ["395", 1], ["394", 1], ["391", 1], ["387", 1], ["385", 1], ["384", 1], ["381", 1], ["380", 1], ["378", 1], ["377", 1], ["376", 1], ["375", 1], ["367", 1], ["365", 1], ["361", 1], ["357", 1], ["356", 1], ["353", 1], ["348", 1], ["341", 1], ["339", 1], ["338", 1], ["337", 1], ["327", 1], ["326", 1], ["324", 1], ["323", 1], ["321", 1], ["318", 1], ["313", 1], ["308", 1], ["307", 1], ["301", 1], ["291", 1], ["290", 1], ["286", 1], ["282", 1], ["281", 1], ["280", 1], ["278", 1], ["276", 1], ["275", 1], ["271", 1], ["270", 1], ["269", 1], ["267", 1], ["258", 1], ["257", 1], ["255", 1], ["251", 1], ["248", 1], ["241", 1], ["239", 1], ["238", 1], ["236", 1], ["232", 1], ["230", 1], ["229", 1], ["228", 1], ["227", 1], ["224", 1], ["223", 1], ["220", 1], ["218", 1], ["217", 1], ["214", 1], ["213", 1], ["209", 1], ["206", 1], ["203", 1], ["202", 1], ["200", 1], ["190", 1]]
"190"	[["394", 3], ["345", 3], ["231", 3], ["490", 2], ["472", 2], ["435", 2], ["408", 2], ["399", 2], ["367", 2], ["360", 2], ["350", 2], ["286", 2], ["276", 2], ["247", 2], ["229", 2], ["499", 1], ["491", 1], ["487", 1], ["485", 1], ["483", 1], ["480", 1], ["479", 1], ["474", 1], ["466", 1], ["464", 1], ["463", 1], ["449", 1], ["447", 1], ["443", 1], ["438", 1], ["437", 1], ["427", 1], ["423", 1], ["420", 1], ["416", 1], ["415", 1], ["411", 1], ["403", 1], ["400", 1], ["395", 1], ["393", 1], ["387", 1], ["382", 1], ["375", 1], ["374", 1], ["373", 1], ["370", 1], ["369", 1], ["366", 1], ["365", 1], ["361", 1], ["359", 1], ["354", 1], ["348", 1], ["341", 1], ["340", 1], ["333", 1], ["328", 1], ["327", 1], ["324", 1], ["319", 1], ["313", 1], ["312", 1], ["311", 1], ["304", 1], ["297", 1], ["295", 1], ["291", 1], ["272", 1], ["270", 1], ["267", 1], ["266", 1], ["265", 1], ["261", 1], ["259", 1], ["258", 1], ["256", 1], ["250", 1], ["249", 1], ["243", 1], ["240", 1], ["237", 1], ["233", 1], ["232", 1], ["228", 1], ["220", 1], ["217", 1], ["213", 1], ["212", 1], ["209", 1], ["207", 1], ["202", 1], ["199", 1], ["197", 1], ["196", 1], ["195", 1]]
"191"	[["447", 2], ["372", 2], ["325", 2], ["302", 2], ["301", 2], ["496", 1], ["482", 1], ["475", 1], ["468", 1], ["467", 1], ["464", 1], ["460", 1], ["459", 1], ["454", 1], ["450", 1], ["449", 1], ["444", 1], ["443", 1], ["440", 1], ["437", 1], ["432", 1], ["431", 1], ["424", 1], ["422", 1], ["406", 1], ["404", 1], ["394", 1], ["389", 1], ["388", 1], ["387", 1], ["382", 1], ["381", 1], ["380", 1], ["371", 1], ["356", 1], ["347", 1], ["338", 1], ["335", 1], ["333", 1], ["331", 1], ["328", 1], ["324", 1], ["317", 1], ["314", 1], ["312", 1], ["303", 1], ["298", 1], ["292", 1], ["289", 1], ["287", 1], ["286", 1], ["284", 1], ["278", 1], ["271", 1], ["267", 1], ["264", 1], ["258", 1], ["247", 1], ["245", 1], ["238", 1], ["235", 1], ["234", 1], ["233", 1], ["231", 1], ["228", 1], ["225", 1], ["219", 1], ["215", 1], ["211", 1], ["207", 1], ["205", 1], ["201", 1], ["199", 1], ["196", 1]]
"192"	[["495", 3], ["438", 3], ["480", 2], ["463", 2], ["441", 2], ["440", 2], ["433", 2], ["421", 2], ["414", 2], ["412", 2], ["411", 2], ["406", 2], ["405", 2], ["400", 2], ["326", 2], ["305", 2], ["303", 2], ["196", 2], ["489", 1], ["486", 1], ["476", 1], ["475", 1], ["469", 1], ["468", 1], ["456", 1], ["453", 1], ["450", 1], ["449", 1], ["447", 1], ["435", 1], ["431", 1], ["427", 1], ["424", 1], ["418", 1], ["404", 1], ["397", 1], ["389", 1], ["388", 1], ["385", 1], ["379", 1], ["375", 1], ["373", 1], ["354", 1], ["350", 1], ["348", 1], ["336", 1], ["331", 1], ["318", 1], ["312", 1], ["311", 1], ["309", 1], ["307", 1], ["302", 1], ["292", 1], ["290", 1], ["288", 1], ["286", 1], ["280", 1], ["279", 1], ["275", 1], ["273", 1], ["270", 1], ["269", 1], ["261", 1], ["258", 1], ["248", 1], ["234", 1], ["229", 1], ["226", 1], ["225", 1], ["224", 1], ["216", 1], ["211", 1], ["209", 1], ["207", 1], ["206", 1], ["204", 1], ["202", 1], ["198", 1], ["197", 1]]
"193"	[["337", 2], ["296", 2], ["274", 2], ["489", 1], ["483", 1], ["478", 1], ["461", 1], ["459", 1], ["449", 1], ["447", 1], ["441", 1], ["430", 1], ["418", 1], ["402", 1], ["394", 1], ["390", 1], ["386", 1], ["380", 1], ["378", 1], ["377", 1], ["373", 1], ["368", 1], ["367", 1], ["360", 1], ["351", 1], ["329", 1], ["325", 1], ["324", 1], ["322", 1], ["306", 1], ["299", 1], ["293", 1], ["289", 1], ["278", 1], ["272", 1], ["252", 1], ["248", 1], ["243", 1], ["220", 1], ["209", 1]]
"194"	[["496", 2], ["475", 2], ["396", 2], ["379", 2], ["334", 2], ["244", 2], ["230", 2], ["219", 2], ["492", 1], ["491", 1], ["482", 1], ["478", 1], ["447", 1], ["443", 1], ["440", 1], ["438", 1], ["427", 1], ["420", 1], ["417", 1], ["414", 1], ["407", 1], ["389", 1], ["381", 1], ["376", 1], ["365", 1], ["362", 1], ["360", 1], ["359", 1], ["356", 1], ["354", 1], ["338", 1], ["336", 1], ["333", 1], ["324", 1], ["323", 1], ["315", 1], ["310", 1], ["298", 1], ["294", 1], ["283", 1], ["278", 1], ["273", 1], ["263", 1], ["256", 1], ["248", 1], ["235", 1], ["234", 1], ["228", 1], ["227", 1], ["217", 1], ["216", 1], ["212", 1], ["210", 1], ["208", 1], ["207", 1], ["206", 1], ["203", 1]]
"195"	[["435", 3], ["485", 2], ["462", 2], ["452", 2], ["431", 2], ["406", 2], ["399", 2], ["394", 2], ["389", 2], ["355", 2], ["333", 2], ["310", 2], ["308", 2], ["262", 2], ["256", 2], ["245", 2], ["234", 2], ["231", 2], ["203", 2], ["494", 1], ["491", 1], ["489", 1], ["486", 1], ["483", 1], ["477", 1], ["473", 1], ["472", 1], ["471", 1], ["470", 1], ["467", 1], ["455", 1], ["449", 1], ["443", 1], ["437", 1], ["427", 1], ["424", 1], ["423", 1], ["422", 1], ["417", 1], ["414", 1], ["405", 1], ["403", 1], ["400", 1], ["396", 1], ["395", 1], ["374", 1], ["362", 1], ["358", 1], ["354", 1], ["353", 1], ["350", 1], ["323", 1], ["319", 1], ["312", 1], ["305", 1], ["303", 1], ["296", 1], ["287", 1], ["278", 1], ["276", 1], ["274", 1], ["271", 1], ["270", 1], ["268", 1], ["267", 1], ["266", 1], ["261", 1], ["250", 1], ["247", 1], ["244", 1], ["242", 1], ["241", 1], ["237", 1], ["233", 1], ["232", 1], ["230", 1], ["229", 1], ["226", 1], ["220", 1], ["217", 1], ["211", 1], ["200", 1]]
